,TIMESTAMP,DATE,TOD,LAI,TA_F,SW_IN_F,LST,LE,H,TSEB_QC,NETRAD
0,2019-01-01 00:15:00,2019-01-01,0.25,0.8778225806451614,271.85999999999996,0.0,271.8020135287955,0.0,-57.839752,5,-68.96071815490723
1,2019-01-01 00:45:00,2019-01-01,0.75,0.8778225806451614,272.054,0.0,271.73325796961626,0.0,-58.375473,5,-69.30265426635742
2,2019-01-01 01:15:00,2019-01-01,1.25,0.8778225806451614,272.073,0.0,271.619134462649,0.0,-59.182934,5,-70.08272743225098
3,2019-01-01 01:45:00,2019-01-01,1.75,0.8778225806451614,271.81199999999995,0.0,271.5275719669832,0.0,-59.72536,5,-70.80507278442383
4,2019-01-01 02:15:00,2019-01-01,2.25,0.8778225806451614,270.991,0.0,270.92330013849136,0.0,-57.92124,5,-69.07038879394531
5,2019-01-01 02:45:00,2019-01-01,2.75,0.8778225806451614,271.08,0.0,270.9137162394565,0.0,-57.605247,5,-69.03703308105469
6,2019-01-01 03:15:00,2019-01-01,3.25,0.8778225806451614,270.71799999999996,0.0,270.59423241420205,0.0,-53.051033,5,-65.87918090820312
7,2019-01-01 03:45:00,2019-01-01,3.75,0.8778225806451614,270.325,0.0,270.19644059710544,0.0,-53.325912,5,-66.21299362182617
8,2019-01-01 04:15:00,2019-01-01,4.25,0.8778225806451614,269.596,0.0,269.5931963586212,0.0,-50.708755,5,-62.83682632446289
9,2019-01-01 04:45:00,2019-01-01,4.75,0.8778225806451614,269.358,0.0,269.5150656024331,0.0,-50.351315,5,-62.37653923034668
10,2019-01-01 05:15:00,2019-01-01,5.25,0.8778225806451614,269.443,0.0,269.41221646205344,0.0,-51.11907,5,-63.25611877441406
11,2019-01-01 05:45:00,2019-01-01,5.75,0.8778225806451614,269.304,0.0,269.23874566895,0.0,-51.42143,5,-63.55844306945801
12,2019-01-01 06:15:00,2019-01-01,6.25,0.8778225806451614,269.209,0.0,269.19291320432615,0.0,-50.33982,5,-62.658565521240234
13,2019-01-01 06:45:00,2019-01-01,6.75,0.8778225806451614,269.01599999999996,0.0,268.9615076018222,0.0,-49.877785,5,-62.37569808959961
14,2019-01-01 07:15:00,2019-01-01,7.25,0.8778225806451614,269.03299999999996,0.0,268.81541724187974,0.0,-44.22939,5,-54.804046630859375
15,2019-01-01 07:45:00,2019-01-01,7.75,0.8778225806451614,268.65299999999996,0.0,268.7083677065857,0.0,-39.316803,5,-46.667306900024414
16,2019-01-01 08:15:00,2019-01-01,8.25,0.8778225806451614,268.99399999999997,1.3,268.64464827792824,0.0,-33.849236,5,-39.122712426573344
17,2019-01-01 08:45:00,2019-01-01,8.75,0.8778225806451614,269.039,47.06,268.9385534219007,0.0,-0.9936848,5,-1.3623566939889784
18,2019-01-01 09:15:00,2019-01-01,9.25,0.8778225806451614,271.471,157.86,270.967147757021,45.536293,25.258514,0,75.19572476295981
19,2019-01-01 09:45:00,2019-01-01,9.75,0.8778225806451614,274.78499999999997,262.21,273.8822353002572,85.69281,38.735916,0,129.16646089457163
20,2019-01-01 10:15:00,2019-01-01,10.25,0.8778225806451614,276.73999999999995,347.59,276.14506515633275,116.7808,55.748024,0,175.0286956132556
21,2019-01-01 10:45:00,2019-01-01,10.75,0.8778225806451614,278.99899999999997,421.26,278.9410302086174,158.65366,69.22313,0,231.96042090297874
22,2019-01-01 11:15:00,2019-01-01,11.25,0.8778225806451614,281.154,480.59,281.7351091481736,196.52623,77.87429,0,280.16801862023823
23,2019-01-01 11:45:00,2019-01-01,11.75,0.8778225806451614,284.486,528.06,284.47048278358113,241.90367,64.17076,0,316.8990049820554
24,2019-01-01 12:15:00,2019-01-01,12.25,0.8778225806451614,285.71,561.79,285.99459646345497,265.2296,62.72534,0,343.5398960042253
25,2019-01-01 12:45:00,2019-01-01,12.75,0.8778225806451614,286.46799999999996,582.9,287.2437661430194,276.34793,61.97131,0,357.2962068189106
26,2019-01-01 13:15:00,2019-01-01,13.25,0.8778225806451614,287.251,591.51,288.2561525808614,283.26007,61.436558,0,363.3109964697925
27,2019-01-01 13:45:00,2019-01-01,13.75,0.8778225806451614,288.39599999999996,581.06,288.94399448041673,284.49197,51.21567,0,352.00381423410374
28,2019-01-01 14:15:00,2019-01-01,14.25,0.8778225806451614,288.71299999999997,551.94,289.0742347898528,269.194,46.95405,0,326.8709293606993
